Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield,Continent
Japan,Wheat,2000,1668,79821.18,15.95,37607,Asia
Japan,Wheat,2000,1668,79821.18,15.58,37607,Asia
Japan,Wheat,2000,1668,79821.18,15.67,37607,Asia
Japan,Wheat,2000,1668,79821.18,13.5,37607,Asia
Japan,Yams,2000,1668,79821.18,15.92,226577,Asia
Japan,Yams,2000,1668,79821.18,13.5,226577,Asia
Japan,Yams,2000,1668,79821.18,15.95,226577,Asia
Japan,Yams,2000,1668,79821.18,15.58,226577,Asia
Japan,Yams,2000,1668,79821.18,15.67,226577,Asia
Japan,Yams,2000,1668,79821.18,13.5,226577,Asia
Japan,Maize,2001,1668,78735.45,15.86,25000,Asia
Japan,Maize,2001,1668,78735.45,13.13,25000,Asia
Japan,Maize,2001,1668,78735.45,15.97,25000,Asia
Japan,Maize,2001,1668,78735.45,15.4,25000,Asia
Japan,Maize,2001,1668,78735.45,15.47,25000,Asia
Japan,Maize,2001,1668,78735.45,13.13,25000,Asia
Japan,Potatoes,2001,1668,78735.45,15.86,318172,Asia
Japan,Potatoes,2001,1668,78735.45,13.13,318172,Asia
Japan,Potatoes,2001,1668,78735.45,15.97,318172,Asia
Japan,Potatoes,2001,1668,78735.45,15.4,318172,Asia
Japan,Potatoes,2001,1668,78735.45,15.47,318172,Asia
Japan,Potatoes,2001,1668,78735.45,13.13,318172,Asia
Japan,"Rice, paddy",2001,1668,78735.45,15.86,66354,Asia
Japan,"Rice, paddy",2001,1668,78735.45,13.13,66354,Asia
Japan,"Rice, paddy",2001,1668,78735.45,15.97,66354,Asia
Japan,"Rice, paddy",2001,1668,78735.45,15.4,66354,Asia
Japan,"Rice, paddy",2001,1668,78735.45,15.47,66354,Asia
Japan,"Rice, paddy",2001,1668,78735.45,13.13,66354,Asia
Japan,Soybeans,2001,1668,78735.45,15.86,20195,Asia
Japan,Soybeans,2001,1668,78735.45,13.13,20195,Asia
Japan,Soybeans,2001,1668,78735.45,15.97,20195,Asia
Japan,Soybeans,2001,1668,78735.45,15.4,20195,Asia
Japan,Soybeans,2001,1668,78735.45,15.47,20195,Asia
Japan,Soybeans,2001,1668,78735.45,13.13,20195,Asia
Japan,Sweet potatoes,2001,1668,78735.45,15.86,251300,Asia
Japan,Sweet potatoes,2001,1668,78735.45,13.13,251300,Asia
Japan,Sweet potatoes,2001,1668,78735.45,15.97,251300,Asia
Japan,Sweet potatoes,2001,1668,78735.45,15.4,251300,Asia
Japan,Sweet potatoes,2001,1668,78735.45,15.47,251300,Asia
Japan,Sweet potatoes,2001,1668,78735.45,13.13,251300,Asia
Japan,Wheat,2001,1668,78735.45,15.86,35546,Asia
Japan,Wheat,2001,1668,78735.45,13.13,35546,Asia
Japan,Wheat,2001,1668,78735.45,15.97,35546,Asia
Japan,Wheat,2001,1668,78735.45,15.4,35546,Asia
Japan,Wheat,2001,1668,78735.45,15.47,35546,Asia
Japan,Wheat,2001,1668,78735.45,13.13,35546,Asia
Japan,Yams,2001,1668,78735.45,15.86,207982,Asia
Japan,Yams,2001,1668,78735.45,13.13,207982,Asia
Japan,Yams,2001,1668,78735.45,15.97,207982,Asia
Japan,Yams,2001,1668,78735.45,15.4,207982,Asia
Japan,Yams,2001,1668,78735.45,15.47,207982,Asia
Japan,Yams,2001,1668,78735.45,13.13,207982,Asia
Japan,Maize,2002,1668,70262.54,16.09,24615,Asia
Japan,Maize,2002,1668,70262.54,13.42,24615,Asia
Japan,Maize,2002,1668,70262.54,16.0,24615,Asia
Japan,Maize,2002,1668,70262.54,15.71,24615,Asia
Japan,Maize,2002,1668,70262.54,15.73,24615,Asia
Japan,Maize,2002,1668,70262.54,13.42,24615,Asia
Japan,Potatoes,2002,1668,70262.54,16.09,334130,Asia
Japan,Potatoes,2002,1668,70262.54,13.42,334130,Asia
Japan,Potatoes,2002,1668,70262.54,16.0,334130,Asia
Japan,Potatoes,2002,1668,70262.54,15.71,334130,Asia
Japan,Potatoes,2002,1668,70262.54,15.73,334130,Asia
Japan,Potatoes,2002,1668,70262.54,13.42,334130,Asia
Japan,"Rice, paddy",2002,1668,70262.54,16.09,65823,Asia
Japan,"Rice, paddy",2002,1668,70262.54,13.42,65823,Asia
Japan,"Rice, paddy",2002,1668,70262.54,16.0,65823,Asia
Japan,"Rice, paddy",2002,1668,70262.54,15.71,65823,Asia
Japan,"Rice, paddy",2002,1668,70262.54,15.73,65823,Asia
Japan,"Rice, paddy",2002,1668,70262.54,13.42,65823,Asia
Japan,Soybeans,2002,1668,70262.54,16.09,18025,Asia
Japan,Soybeans,2002,1668,70262.54,13.42,18025,Asia
Japan,Soybeans,2002,1668,70262.54,16.0,18025,Asia
Japan,Soybeans,2002,1668,70262.54,15.71,18025,Asia
Japan,Soybeans,2002,1668,70262.54,15.73,18025,Asia
Japan,Soybeans,2002,1668,70262.54,13.42,18025,Asia
Japan,Sweet potatoes,2002,1668,70262.54,16.09,254321,Asia
Japan,Sweet potatoes,2002,1668,70262.54,13.42,254321,Asia
Japan,Sweet potatoes,2002,1668,70262.54,16.0,254321,Asia
Japan,Sweet potatoes,2002,1668,70262.54,15.71,254321,Asia
Japan,Sweet potatoes,2002,1668,70262.54,15.73,254321,Asia
Japan,Sweet potatoes,2002,1668,70262.54,13.42,254321,Asia
Japan,Wheat,2002,1668,70262.54,16.09,40010,Asia
Japan,Wheat,2002,1668,70262.54,13.42,40010,Asia
Japan,Wheat,2002,1668,70262.54,16.0,40010,Asia
Japan,Wheat,2002,1668,70262.54,15.71,40010,Asia
Japan,Wheat,2002,1668,70262.54,15.73,40010,Asia
Japan,Wheat,2002,1668,70262.54,13.42,40010,Asia
Japan,Yams,2002,1668,70262.54,16.09,206243,Asia
Japan,Yams,2002,1668,70262.54,13.42,206243,Asia
Japan,Yams,2002,1668,70262.54,16.0,206243,Asia
Japan,Yams,2002,1668,70262.54,15.71,206243,Asia
Japan,Yams,2002,1668,70262.54,15.73,206243,Asia
Japan,Yams,2002,1668,70262.54,13.42,206243,Asia
Japan,Maize,2004,1668,64688.88,16.56,25000,Asia
Japan,Maize,2004,1668,64688.88,14.05,25000,Asia
Japan,Maize,2004,1668,64688.88,16.54,25000,Asia
Japan,Maize,2004,1668,64688.88,16.19,25000,Asia
Japan,Maize,2004,1668,64688.88,16.33,25000,Asia
Japan,Maize,2004,1668,64688.88,14.05,25000,Asia
Japan,Potatoes,2004,1668,64688.88,16.56,330734,Asia
Japan,Potatoes,2004,1668,64688.88,14.05,330734,Asia
Japan,Potatoes,2004,1668,64688.88,16.54,330734,Asia
Japan,Potatoes,2004,1668,64688.88,16.19,330734,Asia
Japan,Potatoes,2004,1668,64688.88,16.33,330734,Asia
Japan,Potatoes,2004,1668,64688.88,14.05,330734,Asia
Japan,"Rice, paddy",2004,1668,64688.88,16.56,64150,Asia
Japan,"Rice, paddy",2004,1668,64688.88,14.05,64150,Asia
Japan,"Rice, paddy",2004,1668,64688.88,16.54,64150,Asia
Japan,"Rice, paddy",2004,1668,64688.88,16.19,64150,Asia
Japan,"Rice, paddy",2004,1668,64688.88,16.33,64150,Asia
Japan,"Rice, paddy",2004,1668,64688.88,14.05,64150,Asia
Japan,Soybeans,2004,1668,64688.88,16.56,11930,Asia
Japan,Soybeans,2004,1668,64688.88,14.05,11930,Asia
Japan,Soybeans,2004,1668,64688.88,16.54,11930,Asia
Japan,Soybeans,2004,1668,64688.88,16.19,11930,Asia
Japan,Soybeans,2004,1668,64688.88,16.33,11930,Asia
Japan,Soybeans,2004,1668,64688.88,14.05,11930,Asia
Japan,Sweet potatoes,2004,1668,64688.88,16.56,250372,Asia
Japan,Sweet potatoes,2004,1668,64688.88,14.05,250372,Asia
Japan,Sweet potatoes,2004,1668,64688.88,16.54,250372,Asia
Japan,Sweet potatoes,2004,1668,64688.88,16.19,250372,Asia
Japan,Sweet potatoes,2004,1668,64688.88,16.33,250372,Asia
Japan,Sweet potatoes,2004,1668,64688.88,14.05,250372,Asia
Japan,Wheat,2004,1668,64688.88,16.56,40466,Asia
Japan,Wheat,2004,1668,64688.88,14.05,40466,Asia
Japan,Wheat,2004,1668,64688.88,16.54,40466,Asia
Japan,Wheat,2004,1668,64688.88,16.19,40466,Asia
Japan,Wheat,2004,1668,64688.88,16.33,40466,Asia
Japan,Wheat,2004,1668,64688.88,14.05,40466,Asia
Japan,Yams,2004,1668,64688.88,16.56,229051,Asia
Japan,Yams,2004,1668,64688.88,14.05,229051,Asia
Japan,Yams,2004,1668,64688.88,16.54,229051,Asia
Japan,Yams,2004,1668,64688.88,16.19,229051,Asia
Japan,Yams,2004,1668,64688.88,16.33,229051,Asia
Japan,Yams,2004,1668,64688.88,14.05,229051,Asia
Japan,Maize,2005,1668,63829.77,15.75,25260,Asia
Japan,Maize,2005,1668,63829.77,12.99,25260,Asia
Japan,Maize,2005,1668,63829.77,15.75,25260,Asia
Japan,Maize,2005,1668,63829.77,15.36,25260,Asia
Japan,Maize,2005,1668,63829.77,15.36,25260,Asia
Japan,Maize,2005,1668,63829.77,12.99,25260,Asia
Japan,Potatoes,2005,1668,63829.77,15.75,316341,Asia
Japan,Potatoes,2005,1668,63829.77,12.99,316341,Asia
Japan,Potatoes,2005,1668,63829.77,15.75,316341,Asia
Japan,Potatoes,2005,1668,63829.77,15.36,316341,Asia
Japan,Potatoes,2005,1668,63829.77,15.36,316341,Asia
Japan,Potatoes,2005,1668,63829.77,12.99,316341,Asia
Japan,"Rice, paddy",2005,1668,63829.77,15.75,66483,Asia
Japan,"Rice, paddy",2005,1668,63829.77,12.99,66483,Asia
Japan,"Rice, paddy",2005,1668,63829.77,15.75,66483,Asia
Japan,"Rice, paddy",2005,1668,63829.77,15.36,66483,Asia
Japan,"Rice, paddy",2005,1668,63829.77,15.36,66483,Asia
Japan,"Rice, paddy",2005,1668,63829.77,12.99,66483,Asia
Japan,Soybeans,2005,1668,63829.77,15.75,16791,Asia
Japan,Soybeans,2005,1668,63829.77,12.99,16791,Asia
Japan,Soybeans,2005,1668,63829.77,15.75,16791,Asia
Japan,Soybeans,2005,1668,63829.77,15.36,16791,Asia
Japan,Soybeans,2005,1668,63829.77,15.36,16791,Asia
Japan,Soybeans,2005,1668,63829.77,12.99,16791,Asia
Japan,Sweet potatoes,2005,1668,63829.77,15.75,258088,Asia
Japan,Sweet potatoes,2005,1668,63829.77,12.99,258088,Asia
Japan,Sweet potatoes,2005,1668,63829.77,15.75,258088,Asia
Japan,Sweet potatoes,2005,1668,63829.77,15.36,258088,Asia
Japan,Sweet potatoes,2005,1668,63829.77,15.36,258088,Asia
Japan,Sweet potatoes,2005,1668,63829.77,12.99,258088,Asia
Japan,Wheat,2005,1668,63829.77,15.75,40970,Asia
Japan,Wheat,2005,1668,63829.77,12.99,40970,Asia
Japan,Wheat,2005,1668,63829.77,15.75,40970,Asia
Japan,Wheat,2005,1668,63829.77,15.36,40970,Asia
Japan,Wheat,2005,1668,63829.77,15.36,40970,Asia
Japan,Wheat,2005,1668,63829.77,12.99,40970,Asia
Japan,Yams,2005,1668,63829.77,15.75,233257,Asia
Japan,Yams,2005,1668,63829.77,12.99,233257,Asia
Japan,Yams,2005,1668,63829.77,15.75,233257,Asia
Japan,Yams,2005,1668,63829.77,15.36,233257,Asia
Japan,Yams,2005,1668,63829.77,15.36,233257,Asia
Japan,Yams,2005,1668,63829.77,12.99,233257,Asia
Japan,Maize,2006,1668,65248.26,15.87,25324,Asia
Japan,Maize,2006,1668,65248.26,13.28,25324,Asia
Japan,Maize,2006,1668,65248.26,15.92,25324,Asia
Japan,Maize,2006,1668,65248.26,15.43,25324,Asia
Japan,Maize,2006,1668,65248.26,15.45,25324,Asia
Japan,Maize,2006,1668,65248.26,13.28,25324,Asia
Japan,Potatoes,2006,1668,65248.26,15.87,304273,Asia
Japan,Potatoes,2006,1668,65248.26,13.28,304273,Asia
Japan,Potatoes,2006,1668,65248.26,15.92,304273,Asia
Japan,Potatoes,2006,1668,65248.26,15.43,304273,Asia
Japan,Potatoes,2006,1668,65248.26,15.45,304273,Asia
Japan,Potatoes,2006,1668,65248.26,13.28,304273,Asia
Japan,"Rice, paddy",2006,1668,65248.26,15.87,63359,Asia
Japan,"Rice, paddy",2006,1668,65248.26,13.28,63359,Asia
Japan,"Rice, paddy",2006,1668,65248.26,15.92,63359,Asia
Japan,"Rice, paddy",2006,1668,65248.26,15.43,63359,Asia
Japan,"Rice, paddy",2006,1668,65248.26,15.45,63359,Asia
Japan,"Rice, paddy",2006,1668,65248.26,13.28,63359,Asia
Japan,Soybeans,2006,1668,65248.26,15.87,16129,Asia
Japan,Soybeans,2006,1668,65248.26,13.28,16129,Asia
Japan,Soybeans,2006,1668,65248.26,15.92,16129,Asia
Japan,Soybeans,2006,1668,65248.26,15.43,16129,Asia
Japan,Soybeans,2006,1668,65248.26,15.45,16129,Asia
Japan,Soybeans,2006,1668,65248.26,13.28,16129,Asia
Japan,Sweet potatoes,2006,1668,65248.26,15.87,242377,Asia
Japan,Sweet potatoes,2006,1668,65248.26,13.28,242377,Asia
Japan,Sweet potatoes,2006,1668,65248.26,15.92,242377,Asia
Japan,Sweet potatoes,2006,1668,65248.26,15.43,242377,Asia
Japan,Sweet potatoes,2006,1668,65248.26,15.45,242377,Asia
Japan,Sweet potatoes,2006,1668,65248.26,13.28,242377,Asia
Japan,Wheat,2006,1668,65248.26,15.87,38351,Asia
Japan,Wheat,2006,1668,65248.26,13.28,38351,Asia
Japan,Wheat,2006,1668,65248.26,15.92,38351,Asia
Japan,Wheat,2006,1668,65248.26,15.43,38351,Asia
Japan,Wheat,2006,1668,65248.26,15.45,38351,Asia
Japan,Wheat,2006,1668,65248.26,13.28,38351,Asia
Japan,Yams,2006,1668,65248.26,15.87,225059,Asia
Japan,Yams,2006,1668,65248.26,13.28,225059,Asia
Japan,Yams,2006,1668,65248.26,15.92,225059,Asia
Japan,Yams,2006,1668,65248.26,15.43,225059,Asia
Japan,Yams,2006,1668,65248.26,15.45,225059,Asia
Japan,Yams,2006,1668,65248.26,13.28,225059,Asia
Japan,Maize,2007,1668,61164.07,16.53,25395,Asia
Japan,Maize,2007,1668,61164.07,13.68,25395,Asia
Japan,Maize,2007,1668,61164.07,16.55,25395,Asia
Japan,Maize,2007,1668,61164.07,16.03,25395,Asia
Japan,Maize,2007,1668,61164.07,15.94,25395,Asia
Japan,Maize,2007,1668,61164.07,13.68,25395,Asia
Japan,Potatoes,2007,1668,61164.07,16.53,340000,Asia
Japan,Potatoes,2007,1668,61164.07,13.68,340000,Asia
Japan,Potatoes,2007,1668,61164.07,16.55,340000,Asia
Japan,Potatoes,2007,1668,61164.07,16.03,340000,Asia
Japan,Potatoes,2007,1668,61164.07,15.94,340000,Asia
Japan,Potatoes,2007,1668,61164.07,13.68,340000,Asia
Japan,"Rice, paddy",2007,1668,61164.07,16.53,65111,Asia
Japan,"Rice, paddy",2007,1668,61164.07,13.68,65111,Asia
Japan,"Rice, paddy",2007,1668,61164.07,16.55,65111,Asia
Japan,"Rice, paddy",2007,1668,61164.07,16.03,65111,Asia
Japan,"Rice, paddy",2007,1668,61164.07,15.94,65111,Asia
Japan,"Rice, paddy",2007,1668,61164.07,13.68,65111,Asia
Japan,Soybeans,2007,1668,61164.07,16.53,16392,Asia
Japan,Soybeans,2007,1668,61164.07,13.68,16392,Asia
Japan,Soybeans,2007,1668,61164.07,16.55,16392,Asia
Japan,Soybeans,2007,1668,61164.07,16.03,16392,Asia
Japan,Soybeans,2007,1668,61164.07,15.94,16392,Asia
Japan,Soybeans,2007,1668,61164.07,13.68,16392,Asia
Japan,Sweet potatoes,2007,1668,61164.07,16.53,237936,Asia
Japan,Sweet potatoes,2007,1668,61164.07,13.68,237936,Asia
Japan,Sweet potatoes,2007,1668,61164.07,16.55,237936,Asia
Japan,Sweet potatoes,2007,1668,61164.07,16.03,237936,Asia
Japan,Sweet potatoes,2007,1668,61164.07,15.94,237936,Asia
Japan,Sweet potatoes,2007,1668,61164.07,13.68,237936,Asia
Japan,Wheat,2007,1668,61164.07,16.53,43400,Asia
Japan,Wheat,2007,1668,61164.07,13.68,43400,Asia
Japan,Wheat,2007,1668,61164.07,16.55,43400,Asia
Japan,Wheat,2007,1668,61164.07,16.03,43400,Asia
Japan,Wheat,2007,1668,61164.07,15.94,43400,Asia
Japan,Wheat,2007,1668,61164.07,13.68,43400,Asia
Japan,Yams,2007,1668,61164.07,16.53,230788,Asia
Japan,Yams,2007,1668,61164.07,13.68,230788,Asia
Japan,Yams,2007,1668,61164.07,16.55,230788,Asia
Japan,Yams,2007,1668,61164.07,16.03,230788,Asia
Japan,Yams,2007,1668,61164.07,15.94,230788,Asia
Japan,Yams,2007,1668,61164.07,13.68,230788,Asia
Japan,Maize,2008,1668,58750.0,15.96,25456,Asia
Japan,Maize,2008,1668,58750.0,13.31,25456,Asia
Japan,Maize,2008,1668,58750.0,15.98,25456,Asia
Japan,Maize,2008,1668,58750.0,15.55,25456,Asia
Japan,Maize,2008,1668,58750.0,15.57,25456,Asia
Japan,Maize,2008,1668,58750.0,13.31,25456,Asia
Japan,Potatoes,2008,1668,58750.0,15.96,323086,Asia
Japan,Potatoes,2008,1668,58750.0,13.31,323086,Asia
Japan,Potatoes,2008,1668,58750.0,15.98,323086,Asia
Japan,Potatoes,2008,1668,58750.0,15.55,323086,Asia
Japan,Potatoes,2008,1668,58750.0,15.57,323086,Asia
Japan,Potatoes,2008,1668,58750.0,13.31,323086,Asia
Japan,"Rice, paddy",2008,1668,58750.0,15.96,67786,Asia
Japan,"Rice, paddy",2008,1668,58750.0,13.31,67786,Asia
Japan,"Rice, paddy",2008,1668,58750.0,15.98,67786,Asia
Japan,"Rice, paddy",2008,1668,58750.0,15.55,67786,Asia
Japan,"Rice, paddy",2008,1668,58750.0,15.57,67786,Asia
Japan,"Rice, paddy",2008,1668,58750.0,13.31,67786,Asia
Japan,Soybeans,2008,1668,58750.0,15.96,17791,Asia
Japan,Soybeans,2008,1668,58750.0,13.31,17791,Asia
Japan,Soybeans,2008,1668,58750.0,15.98,17791,Asia
Japan,Soybeans,2008,1668,58750.0,15.55,17791,Asia
Japan,Soybeans,2008,1668,58750.0,15.57,17791,Asia
Japan,Soybeans,2008,1668,58750.0,13.31,17791,Asia
Japan,Sweet potatoes,2008,1668,58750.0,15.96,248403,Asia
Japan,Sweet potatoes,2008,1668,58750.0,13.31,248403,Asia
Japan,Sweet potatoes,2008,1668,58750.0,15.98,248403,Asia
Japan,Sweet potatoes,2008,1668,58750.0,15.55,248403,Asia
Japan,Sweet potatoes,2008,1668,58750.0,15.57,248403,Asia
Japan,Sweet potatoes,2008,1668,58750.0,13.31,248403,Asia
Japan,Wheat,2008,1668,58750.0,15.96,42203,Asia
Japan,Wheat,2008,1668,58750.0,13.31,42203,Asia
Japan,Wheat,2008,1668,58750.0,15.98,42203,Asia
Japan,Wheat,2008,1668,58750.0,15.55,42203,Asia
Japan,Wheat,2008,1668,58750.0,15.57,42203,Asia
Japan,Wheat,2008,1668,58750.0,13.31,42203,Asia
Japan,Yams,2008,1668,58750.0,15.96,225093,Asia
Japan,Yams,2008,1668,58750.0,13.31,225093,Asia
Japan,Yams,2008,1668,58750.0,15.98,225093,Asia
Japan,Yams,2008,1668,58750.0,15.55,225093,Asia
Japan,Yams,2008,1668,58750.0,15.57,225093,Asia
Japan,Yams,2008,1668,58750.0,13.31,225093,Asia
Japan,Maize,2009,1668,60970.8,15.93,25385,Asia
Japan,Maize,2009,1668,60970.8,13.55,25385,Asia
Japan,Maize,2009,1668,60970.8,16.02,25385,Asia
Japan,Maize,2009,1668,60970.8,15.61,25385,Asia
Japan,Maize,2009,1668,60970.8,15.67,25385,Asia
Japan,Maize,2009,1668,60970.8,13.55,25385,Asia
Japan,Potatoes,2009,1668,60970.8,15.93,295909,Asia
Japan,Potatoes,2009,1668,60970.8,13.55,295909,Asia
Japan,Potatoes,2009,1668,60970.8,16.02,295909,Asia
Japan,Potatoes,2009,1668,60970.8,15.61,295909,Asia
Japan,Potatoes,2009,1668,60970.8,15.67,295909,Asia
Japan,Potatoes,2009,1668,60970.8,13.55,295909,Asia
Japan,"Rice, paddy",2009,1668,60970.8,15.93,65222,Asia
Japan,"Rice, paddy",2009,1668,60970.8,13.55,65222,Asia
Japan,"Rice, paddy",2009,1668,60970.8,16.02,65222,Asia
Japan,"Rice, paddy",2009,1668,60970.8,15.61,65222,Asia
Japan,"Rice, paddy",2009,1668,60970.8,15.67,65222,Asia
Japan,"Rice, paddy",2009,1668,60970.8,13.55,65222,Asia
Japan,Soybeans,2009,1668,60970.8,15.93,15812,Asia
Japan,Soybeans,2009,1668,60970.8,13.55,15812,Asia
Japan,Soybeans,2009,1668,60970.8,16.02,15812,Asia
Japan,Soybeans,2009,1668,60970.8,15.61,15812,Asia
Japan,Soybeans,2009,1668,60970.8,15.67,15812,Asia
Japan,Soybeans,2009,1668,60970.8,13.55,15812,Asia
Japan,Sweet potatoes,2009,1668,60970.8,15.93,253333,Asia
Japan,Sweet potatoes,2009,1668,60970.8,13.55,253333,Asia
Japan,Sweet potatoes,2009,1668,60970.8,16.02,253333,Asia
Japan,Sweet potatoes,2009,1668,60970.8,15.61,253333,Asia
Japan,Sweet potatoes,2009,1668,60970.8,15.67,253333,Asia
Japan,Sweet potatoes,2009,1668,60970.8,13.55,253333,Asia
Japan,Wheat,2009,1668,60970.8,15.93,32367,Asia
Japan,Wheat,2009,1668,60970.8,13.55,32367,Asia
Japan,Wheat,2009,1668,60970.8,16.02,32367,Asia
Japan,Wheat,2009,1668,60970.8,15.61,32367,Asia
Japan,Wheat,2009,1668,60970.8,15.67,32367,Asia
Japan,Wheat,2009,1668,60970.8,13.55,32367,Asia
Japan,Yams,2009,1668,60970.8,15.93,211519,Asia
Japan,Yams,2009,1668,60970.8,13.55,211519,Asia
Japan,Yams,2009,1668,60970.8,16.02,211519,Asia
Japan,Yams,2009,1668,60970.8,15.61,211519,Asia
Japan,Yams,2009,1668,60970.8,15.67,211519,Asia
Japan,Yams,2009,1668,60970.8,13.55,211519,Asia
Japan,Maize,2010,1668,55576.0,16.12,25642,Asia
Japan,Maize,2010,1668,55576.0,13.82,25642,Asia
Japan,Maize,2010,1668,55576.0,16.01,25642,Asia
Japan,Maize,2010,1668,55576.0,15.8,25642,Asia
Japan,Maize,2010,1668,55576.0,15.87,25642,Asia
Japan,Maize,2010,1668,55576.0,13.82,25642,Asia
Japan,Potatoes,2010,1668,55576.0,16.12,277576,Asia
Japan,Potatoes,2010,1668,55576.0,13.82,277576,Asia
Japan,Potatoes,2010,1668,55576.0,16.01,277576,Asia
Japan,Potatoes,2010,1668,55576.0,15.8,277576,Asia
Japan,Potatoes,2010,1668,55576.0,15.87,277576,Asia
Japan,Potatoes,2010,1668,55576.0,13.82,277576,Asia
Japan,"Rice, paddy",2010,1668,55576.0,16.12,65135,Asia
Japan,"Rice, paddy",2010,1668,55576.0,13.82,65135,Asia
Japan,"Rice, paddy",2010,1668,55576.0,16.01,65135,Asia
Japan,"Rice, paddy",2010,1668,55576.0,15.8,65135,Asia
Japan,"Rice, paddy",2010,1668,55576.0,15.87,65135,Asia
Japan,"Rice, paddy",2010,1668,55576.0,13.82,65135,Asia
Japan,Soybeans,2010,1668,55576.0,16.12,16158,Asia
Japan,Soybeans,2010,1668,55576.0,13.82,16158,Asia
Japan,Soybeans,2010,1668,55576.0,16.01,16158,Asia
Japan,Soybeans,2010,1668,55576.0,15.8,16158,Asia
Japan,Soybeans,2010,1668,55576.0,15.87,16158,Asia
Japan,Soybeans,2010,1668,55576.0,13.82,16158,Asia
Japan,Sweet potatoes,2010,1668,55576.0,16.12,217531,Asia
Japan,Sweet potatoes,2010,1668,55576.0,13.82,217531,Asia
Japan,Sweet potatoes,2010,1668,55576.0,16.01,217531,Asia
Japan,Sweet potatoes,2010,1668,55576.0,15.8,217531,Asia
Japan,Sweet potatoes,2010,1668,55576.0,15.87,217531,Asia
Japan,Sweet potatoes,2010,1668,55576.0,13.82,217531,Asia
Japan,Wheat,2010,1668,55576.0,16.12,27612,Asia
Japan,Wheat,2010,1668,55576.0,13.82,27612,Asia
Japan,Wheat,2010,1668,55576.0,16.01,27612,Asia
Japan,Wheat,2010,1668,55576.0,15.8,27612,Asia
Japan,Wheat,2010,1668,55576.0,15.87,27612,Asia
Japan,Wheat,2010,1668,55576.0,13.82,27612,Asia
Japan,Yams,2010,1668,55576.0,16.12,226963,Asia
Japan,Yams,2010,1668,55576.0,13.82,226963,Asia
Japan,Yams,2010,1668,55576.0,16.01,226963,Asia
Japan,Yams,2010,1668,55576.0,15.8,226963,Asia
Japan,Yams,2010,1668,55576.0,15.87,226963,Asia
Japan,Yams,2010,1668,55576.0,13.82,226963,Asia
Japan,Maize,2011,1668,51796.3,15.71,25797,Asia
Japan,Maize,2011,1668,51796.3,13.32,25797,Asia
Japan,Maize,2011,1668,51796.3,15.62,25797,Asia
Japan,Maize,2011,1668,51796.3,15.38,25797,Asia
Japan,Maize,2011,1668,51796.3,15.43,25797,Asia
Japan,Maize,2011,1668,51796.3,13.32,25797,Asia
Japan,Potatoes,2011,1668,51796.3,15.71,294691,Asia
Japan,Potatoes,2011,1668,51796.3,13.32,294691,Asia
Japan,Potatoes,2011,1668,51796.3,15.62,294691,Asia
Japan,Potatoes,2011,1668,51796.3,15.38,294691,Asia
Japan,Potatoes,2011,1668,51796.3,15.43,294691,Asia
Japan,Potatoes,2011,1668,51796.3,13.32,294691,Asia
Japan,"Rice, paddy",2011,1668,51796.3,15.71,66624,Asia
Japan,"Rice, paddy",2011,1668,51796.3,13.32,66624,Asia
Japan,"Rice, paddy",2011,1668,51796.3,15.62,66624,Asia
Japan,"Rice, paddy",2011,1668,51796.3,15.38,66624,Asia
Japan,"Rice, paddy",2011,1668,51796.3,15.43,66624,Asia
Japan,"Rice, paddy",2011,1668,51796.3,13.32,66624,Asia
Japan,Soybeans,2011,1668,51796.3,15.71,16006,Asia
Japan,Soybeans,2011,1668,51796.3,13.32,16006,Asia
Japan,Soybeans,2011,1668,51796.3,15.62,16006,Asia
Japan,Soybeans,2011,1668,51796.3,15.38,16006,Asia
Japan,Soybeans,2011,1668,51796.3,15.43,16006,Asia
Japan,Soybeans,2011,1668,51796.3,13.32,16006,Asia
Japan,Sweet potatoes,2011,1668,51796.3,15.71,227738,Asia
Japan,Sweet potatoes,2011,1668,51796.3,13.32,227738,Asia
Japan,Sweet potatoes,2011,1668,51796.3,15.62,227738,Asia
Japan,Sweet potatoes,2011,1668,51796.3,15.38,227738,Asia
Japan,Sweet potatoes,2011,1668,51796.3,15.43,227738,Asia
Japan,Sweet potatoes,2011,1668,51796.3,13.32,227738,Asia
Japan,Wheat,2011,1668,51796.3,15.71,35286,Asia
Japan,Wheat,2011,1668,51796.3,13.32,35286,Asia
Japan,Wheat,2011,1668,51796.3,15.62,35286,Asia
Japan,Wheat,2011,1668,51796.3,15.38,35286,Asia
Japan,Wheat,2011,1668,51796.3,15.43,35286,Asia
Japan,Wheat,2011,1668,51796.3,13.32,35286,Asia
Japan,Yams,2011,1668,51796.3,15.71,220905,Asia
Japan,Yams,2011,1668,51796.3,13.32,220905,Asia
Japan,Yams,2011,1668,51796.3,15.62,220905,Asia
Japan,Yams,2011,1668,51796.3,15.38,220905,Asia
Japan,Yams,2011,1668,51796.3,15.43,220905,Asia
Japan,Yams,2011,1668,51796.3,13.32,220905,Asia
Japan,Maize,2012,1668,54716.4,15.53,26154,Asia
Japan,Maize,2012,1668,54716.4,13.11,26154,Asia
Japan,Maize,2012,1668,54716.4,15.54,26154,Asia
Japan,Maize,2012,1668,54716.4,15.14,26154,Asia
