bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,price
4,2.5,3570,6246,2.0,0,0,3,3570,0,2005,0,663000.0
3,2.5,1820,8085,2.0,0,0,3,1820,0,1983,0,329950.0
3,2.25,2930,7005,3.0,0,2,3,2670,260,1999,0,1047500.0
3,1.75,1480,4050,1.0,0,0,3,870,610,1926,0,402300.0
4,2.5,3305,16164,1.5,0,0,5,2245,1060,1922,1956,492000.0
4,2.5,2230,5000,1.0,0,0,3,1650,580,2006,0,448000.0
3,1.0,1560,7800,1.0,0,0,3,1560,0,1955,0,273000.0
3,1.0,1030,7200,1.0,0,0,3,880,150,1948,0,335000.0
3,3.75,2380,3600,1.5,0,0,3,1690,690,1927,0,695000.0
3,1.0,1010,7903,1.0,0,0,3,1010,0,1948,0,279000.0
2,1.75,2060,2700,1.0,0,0,3,1030,1030,1929,0,485000.0
4,2.5,2370,10580,2.0,0,0,3,2370,0,1966,0,383000.0
4,2.5,2242,37451,2.0,0,0,3,2242,0,1995,0,490000.0
2,1.5,1078,1263,2.0,0,0,3,1078,0,1990,0,240000.0
2,1.0,890,7250,1.0,0,0,3,890,0,1943,0,285000.0
3,1.5,2700,24539,2.0,0,0,3,2120,580,1977,2014,524950.0
4,2.5,2450,27081,2.0,0,0,3,2450,0,1985,0,729000.0
3,1.75,1420,8250,1.0,0,0,4,1420,0,1960,0,460000.0
3,1.5,1280,2114,1.5,0,0,3,1280,0,1904,0,687500.0
5,2.75,2910,15118,1.0,0,0,5,1780,1130,1972,0,1168000.0
4,2.25,2430,10050,2.0,0,0,4,2430,0,1979,0,825000.0
2,2.5,1860,6359,2.0,0,0,3,1860,0,2003,0,314950.0
3,2.0,1800,12669,1.0,0,0,3,1800,0,1956,1990,470000.0
3,1.5,1960,8815,1.0,0,0,4,1020,940,1958,0,500000.0
3,1.5,1550,7260,1.5,0,0,2,1550,0,1925,0,313000.0
2,1.0,840,3840,1.0,0,0,4,840,0,1926,0,445000.0
4,1.75,2080,8750,1.0,0,0,4,1330,750,1967,0,300000.0
4,2.5,2210,5077,1.5,0,0,4,1480,730,1912,0,619500.0
3,1.5,1210,5240,1.0,0,0,4,610,600,1983,0,305000.0
3,2.5,1350,941,3.0,0,0,3,1350,0,2007,0,874000.0
3,2.0,1860,5146,2.0,0,0,3,1860,0,1991,0,477500.0
3,2.0,1940,4500,1.0,0,3,3,1090,850,1926,0,700000.0
4,3.5,3400,5222,2.0,0,0,3,3400,0,2005,0,515000.0
4,2.5,2240,9385,2.0,0,0,3,2240,0,1991,0,590000.0
3,1.75,1170,8239,1.0,0,0,3,1170,0,1981,0,205000.0
3,3.25,3130,9302,2.0,0,0,3,2190,940,1987,0,310000.0
2,2.25,1510,7280,2.0,0,0,3,1510,0,1987,0,442500.0
4,3.5,3740,41458,2.0,0,2,3,3740,0,2000,0,1078500.0
4,2.5,2690,46609,2.0,0,0,3,2690,0,1980,1991,530000.0
4,1.75,1760,6204,1.0,0,2,4,1180,580,1950,0,343500.0
4,1.75,2180,4066,1.5,0,0,3,1270,910,1911,0,334900.0
4,1.75,1560,9000,1.0,0,0,5,1560,0,1969,0,544300.0
3,2.5,1780,4050,2.0,0,0,3,1780,0,2001,0,370000.0
3,1.75,1260,6908,1.0,0,0,3,1260,0,1994,0,245000.0
4,1.75,1570,3250,1.5,0,0,5,1570,0,1928,0,535000.0
2,1.0,740,6550,1.0,0,0,4,740,0,1946,0,202000.0
4,2.25,2020,4960,2.0,0,0,3,1710,310,1938,0,490000.0
4,1.5,1500,3075,2.0,0,0,5,1420,80,1929,0,651500.0
4,2.5,1670,8056,1.0,0,0,3,1170,500,1961,0,270000.0
3,3.5,3620,8072,2.0,0,0,3,2920,700,1999,0,1164000.0
2,1.5,1010,1309,2.0,0,0,3,860,150,2007,0,289000.0
3,1.5,1460,13503,1.0,0,0,4,1460,0,1977,0,240000.0
3,1.75,1790,6117,1.0,0,2,3,1350,440,1940,0,790000.0
3,2.25,1760,9621,2.0,0,0,3,1760,0,1995,0,350000.0
3,3.5,1790,1682,2.0,0,0,3,1480,310,2006,0,246950.0
3,1.0,1050,6000,1.0,0,0,3,1050,0,1952,0,400000.0
4,2.5,2590,6394,2.0,0,0,3,2590,0,2003,0,533000.0
3,1.0,1040,8645,1.0,0,0,4,1040,0,1962,0,198400.0
4,2.5,4060,8547,2.0,0,0,3,2790,1270,2007,0,495000.0
4,2.5,3190,14565,2.0,0,0,3,3190,0,1990,0,862000.0
4,2.5,3190,14565,2.0,0,0,3,3190,0,1990,0,870000.0
4,1.75,2180,9726,1.0,0,0,4,2180,0,1966,0,875000.0
6,3.5,2120,5840,2.0,0,0,5,2120,0,1979,0,317000.0
4,2.75,2110,6838,2.0,0,0,4,2110,0,1991,0,325000.0
2,1.5,1210,5000,1.5,0,0,5,1210,0,1907,0,615000.0
4,2.5,2410,7846,2.0,0,0,3,2410,0,1992,0,334950.0
3,2.5,1980,7807,2.0,0,0,4,1980,0,1989,0,775000.0
4,2.5,2370,9135,1.0,0,0,4,1600,770,1967,0,600000.0
3,1.75,1720,2218,1.5,0,0,3,1270,450,1931,2003,565000.0
2,1.0,750,5026,1.0,0,0,4,750,0,1942,0,292500.0
3,2.25,2510,10418,1.0,0,0,3,1810,700,1968,0,825000.0
3,2.5,2577,156816,2.0,0,0,3,2577,0,2000,0,495000.0
3,1.5,1540,4773,2.0,0,0,3,1540,0,1941,2009,525000.0
1,1.0,720,2500,1.0,0,0,3,720,0,1910,0,438600.0
3,2.25,1810,8158,1.0,0,0,3,1450,360,1984,0,507000.0
3,1.75,1380,8400,1.0,0,0,3,1380,0,1967,0,275900.0
4,2.5,2570,6251,2.0,0,0,3,2570,0,2000,0,1170000.0
4,1.75,1690,6000,1.0,0,0,3,1690,0,1957,0,275000.0
3,0.75,1420,3060,1.0,0,0,4,860,560,1923,0,355000.0
4,2.0,2130,9579,1.0,0,0,4,1250,880,1968,0,233000.0
3,2.5,3000,5000,1.5,0,0,4,2110,890,1918,0,666000.0
4,2.5,2150,9000,1.0,0,0,4,1360,790,1979,0,317500.0
4,2.0,2280,10319,1.0,0,3,4,1270,1010,1989,0,420000.0
4,2.0,1560,8800,2.0,0,0,5,1560,0,1942,1967,290000.0
3,2.0,1880,10758,1.0,0,0,5,940,940,1952,0,320000.0
3,2.5,2320,5284,2.0,0,0,3,2320,0,2004,0,650000.0
3,1.75,1010,7171,1.0,0,0,4,1010,0,1967,0,325000.0
3,1.0,1120,5000,1.0,0,0,3,1120,0,1917,0,165000.0
3,1.75,1560,16194,1.0,0,0,3,1560,0,1961,0,500000.0
4,1.5,1860,12197,1.0,0,0,3,1860,0,1964,0,443000.0
3,1.5,1150,8686,1.0,0,0,4,1150,0,1963,0,213400.0
4,1.75,1920,9380,1.0,0,0,3,1920,0,1964,0,480000.0
4,2.25,2490,7233,1.0,0,0,3,1460,1030,1978,0,275000.0
3,2.5,1460,3044,2.0,0,0,3,1460,0,2000,0,299880.0
3,3.5,1820,1501,2.0,0,0,3,1430,390,2014,0,499950.0
5,3.0,4290,17100,1.0,0,3,3,2480,1810,1972,2007,1705000.0
4,2.75,2230,9460,1.0,0,0,5,1480,750,1960,0,550000.0
4,2.5,2070,7476,2.0,0,0,3,2070,0,2003,0,300000.0
3,1.75,2480,4000,1.0,0,0,3,1240,1240,1948,2014,920000.0
4,3.25,4110,15929,2.0,1,4,3,2720,1390,2001,0,2300000.0
4,2.75,2290,3060,1.5,0,0,5,1550,740,1928,0,620000.0
3,1.0,1220,20400,1.0,0,0,5,1220,0,1959,0,253500.0
4,2.75,2620,13777,1.5,0,2,4,1720,900,1926,0,978000.0
4,2.5,3190,9856,2.0,0,0,3,3190,0,1979,0,387500.0
3,1.0,850,6906,1.0,0,0,3,850,0,1948,0,325000.0
3,2.5,1740,1308,3.0,0,0,3,1740,0,2008,0,568000.0
4,2.5,2140,7754,2.0,0,0,3,2140,0,1996,0,525000.0
3,2.5,2070,12708,2.0,0,0,3,2070,0,1996,0,560000.0
3,2.5,1680,4075,2.0,0,0,3,1680,0,2008,0,394000.0
2,1.0,1000,4956,1.0,0,2,4,1000,0,1916,0,484950.0
3,2.75,3340,12690,1.0,0,0,3,2550,790,1956,1988,1295000.0
3,2.5,1260,2767,2.0,0,0,3,1260,0,1999,0,315000.0
4,2.25,2430,32496,1.0,0,0,3,2430,0,1993,0,590000.0
1,1.0,560,5700,1.0,0,0,3,560,0,1947,0,106000.0
3,2.5,3380,9528,2.0,0,0,3,3380,0,1994,0,751000.0
2,1.0,1100,3500,1.0,0,0,5,1100,0,1908,0,474000.0
2,2.0,1700,3171,1.0,0,0,5,850,850,1927,0,189000.0
3,2.5,1600,3172,2.0,0,0,3,1600,0,2002,0,440500.0
3,2.5,2605,2216,2.0,0,2,4,2090,515,1979,0,1017000.0
2,2.0,1850,4667,1.0,0,0,3,1850,0,2010,0,589000.0
3,2.25,1830,7651,2.0,0,0,3,1830,0,1986,0,273000.0
3,3.25,3050,18892,1.0,1,4,4,1650,1400,1962,0,950000.0
2,1.5,1240,1055,2.0,0,0,3,1200,40,1967,0,277700.0
3,2.25,2100,8163,2.0,0,0,3,2100,0,1984,0,299900.0
3,1.0,1250,15603,1.0,0,0,4,1250,0,1959,0,235000.0
2,2.0,1230,4800,2.0,0,0,3,1230,0,1952,2004,464000.0
3,1.75,1690,9826,1.0,0,0,4,1690,0,1988,0,281000.0
3,1.0,1520,8870,1.5,0,0,4,1520,0,1951,0,320000.0
4,2.0,1890,6302,2.0,0,0,3,1890,0,1997,0,282000.0
4,1.75,1990,8900,1.0,0,0,4,1990,0,1972,0,745000.0
3,1.75,1480,3900,1.0,0,0,4,1480,0,1980,0,245000.0
3,1.75,1480,3900,1.0,0,0,4,1480,0,1980,0,250000.0
3,2.5,2120,2374,2.0,0,0,3,1770,350,2005,0,470000.0
3,3.5,1480,1077,2.0,0,0,3,1300,180,2007,0,216650.0
3,1.0,1250,8412,1.0,0,0,4,1250,0,1975,0,440000.0
4,2.5,2010,7972,2.0,0,0,4,2010,0,1989,0,590000.0
5,2.5,3150,35283,1.0,0,0,3,1800,1350,1975,0,935000.0
3,3.5,3010,5717,2.0,0,0,3,3010,0,2000,0,848000.0
5,4.25,3920,5823,2.0,0,0,3,3000,920,2000,0,827500.0
6,3.0,2880,3192,2.0,0,0,4,2180,700,1919,0,1125000.0
2,2.25,2550,5663,1.0,0,0,3,1720,830,2011,0,630000.0
5,1.0,1120,9022,1.5,0,0,4,1120,0,1962,0,340000.0
4,2.75,3140,10918,1.0,0,0,3,1900,1240,1968,1986,570000.0
4,4.0,4130,5575,2.0,1,4,4,2860,1270,1993,0,2750000.0
4,2.5,2990,9614,1.0,0,2,4,1740,1250,1976,0,514500.0
2,1.0,1120,12625,1.0,0,3,3,1120,0,1940,0,360000.0
4,1.5,1570,8775,1.0,0,0,3,1570,0,1943,0,228900.0
3,2.75,2210,4000,2.0,0,0,3,2210,0,2008,0,660000.0
4,2.5,2390,5800,2.0,0,0,3,2390,0,2000,0,647000.0
3,1.75,1520,8625,1.0,0,0,3,1520,0,1976,0,366000.0
5,1.75,1830,7986,1.0,0,0,4,1060,770,1962,0,354000.0
4,3.5,2640,5900,2.0,0,2,3,2640,0,1937,1998,850000.0
3,2.5,1740,5782,2.0,0,0,4,1740,0,1989,0,496700.0
3,2.0,1550,8300,1.0,0,0,4,1550,0,1965,0,300000.0
3,1.0,1040,8075,1.0,0,0,4,1040,0,1961,0,390000.0
3,2.25,1640,7200,2.0,0,0,4,1640,0,1985,0,350000.0
3,2.25,1640,7200,2.0,0,0,4,1640,0,1985,0,561000.0
3,1.75,1260,10065,1.0,0,0,3,1260,0,1954,2014,475000.0
3,1.5,1170,1174,2.0,0,0,3,840,330,2007,0,275000.0
3,1.75,1590,13500,1.0,0,0,4,1090,500,1980,0,290000.0
3,2.5,1750,6725,1.0,0,0,3,1330,420,1993,0,199000.0
4,2.5,1770,4338,2.0,0,0,3,1770,0,2001,0,279900.0
4,2.25,3530,5500,2.0,0,0,3,2860,670,1940,0,1655000.0
3,2.5,2160,10200,1.0,0,0,3,1360,800,1978,0,405000.0
4,2.25,2360,15860,1.0,0,0,3,2360,0,1977,0,615000.0
3,1.75,1980,12543,1.0,0,0,3,1180,800,1978,0,268000.0
4,1.5,1620,5444,1.5,0,0,3,1620,0,1955,0,451000.0
2,2.75,2700,9854,1.0,0,0,3,2700,0,2012,0,850000.0
5,2.25,3270,16553,2.0,0,2,5,2470,800,1968,0,1180000.0
2,1.0,870,6150,1.0,0,0,3,870,0,1941,0,245000.0
2,1.75,840,3340,1.0,0,0,3,700,140,1912,0,450000.0
3,3.5,1340,1168,2.0,0,2,3,1080,260,2002,0,370350.0
3,2.5,1540,1256,3.0,0,0,3,1540,0,2004,0,543000.0
2,2.0,1650,8975,1.0,0,0,5,1650,0,1942,0,265000.0
3,2.5,2630,4611,2.0,0,0,3,2630,0,2001,0,497000.0
4,2.25,1880,9727,1.0,0,0,3,1100,780,1979,0,419000.0
4,2.5,1980,4500,2.0,0,0,3,1980,0,1989,0,545800.0
3,1.0,1500,10730,1.0,0,0,3,1000,500,1977,0,403000.0
3,2.0,1230,8235,1.5,0,0,3,1230,0,1959,0,195000.0
4,2.5,2520,2600,2.0,0,0,5,1670,850,1925,0,1125000.0
5,1.75,1970,8925,1.0,0,0,5,1170,800,1977,0,255000.0
2,1.5,1520,8040,1.0,0,0,5,1520,0,1951,0,500000.0
4,2.75,2600,5390,1.0,0,0,4,1300,1300,1960,0,855000.0
4,2.0,2290,9200,1.5,0,0,3,2290,0,1920,0,390000.0
3,2.0,1979,8470,1.0,0,2,4,1329,650,1956,0,339000.0
4,3.5,2170,3672,2.0,0,0,3,2170,0,1905,1989,1325000.0
4,1.5,1820,17918,1.0,0,0,4,1190,630,1962,0,429900.0
3,1.5,1200,8560,1.0,0,0,4,1200,0,1975,0,370900.0
3,1.0,1210,7636,1.0,0,0,4,1210,0,1952,0,457500.0
4,2.5,1970,2601,2.0,0,0,3,1440,530,1999,0,499000.0
2,1.0,1040,11500,1.0,0,0,5,1040,0,1947,0,225000.0
3,1.75,1920,4000,1.0,0,0,3,1070,850,1950,0,615000.0
2,1.5,1020,1146,3.0,0,0,3,1020,0,2001,0,455000.0
3,1.0,1660,7500,1.0,0,0,4,1060,600,1940,0,458000.0
3,2.25,1670,7416,1.0,0,0,4,1220,450,1974,0,580000.0
5,4.5,3810,8019,2.0,0,0,3,3810,0,2008,0,966000.0
4,1.75,2020,10332,1.0,0,0,3,1010,1010,1954,0,240000.0
1,1.0,420,3298,1.0,0,0,4,420,0,1949,0,229050.0
3,2.25,1390,1407,3.0,0,0,3,1390,0,2004,0,328500.0
3,1.5,2010,10100,1.0,0,0,4,1110,900,1964,0,319000.0
4,2.0,1820,5000,1.5,0,1,3,1640,180,1945,0,650000.0
3,2.5,1630,1971,2.0,0,0,3,1630,0,1996,0,398500.0
1,1.0,800,16306,1.0,0,0,2,680,120,1931,0,250000.0
3,2.0,2270,11989,1.0,0,0,4,2270,0,1968,0,815000.0
3,2.75,2290,5002,2.0,0,0,4,1950,340,1995,0,1065000.0
3,2.25,2750,219542,2.0,0,0,3,1870,880,1981,0,510000.0
2,1.75,590,6138,1.0,0,0,2,590,0,1947,0,156000.0
4,2.75,2570,7264,2.0,0,0,3,1720,850,1998,0,254500.0
3,2.5,2050,15020,1.0,0,2,3,1600,450,1960,0,760000.0
3,2.5,1610,6732,2.0,0,0,3,1610,0,1994,0,210000.0
3,2.5,2140,7715,2.0,0,0,3,2140,0,1991,0,349950.0
3,2.0,1730,6784,2.5,0,0,4,1730,0,1942,0,676000.0
4,3.5,2440,3052,2.0,0,0,3,1940,500,2006,0,475000.0
4,2.75,3220,4392,1.5,0,0,4,2320,900,1931,0,880000.0
4,3.25,4330,26162,2.0,0,0,3,4330,0,1997,0,1209000.0
3,1.5,1780,5000,1.0,0,4,4,1030,750,1958,0,420000.0
3,1.0,1230,8114,1.0,0,0,4,1230,0,1951,0,607000.0
4,1.75,2160,19283,2.0,0,0,3,2160,0,1981,0,475000.0
2,1.75,1400,2500,1.0,0,0,5,710,690,1916,0,395000.0
4,1.75,1900,10454,1.0,0,0,4,1180,720,1954,0,650000.0
5,2.75,2910,85377,1.0,0,0,4,1510,1400,1966,0,625000.0
3,3.0,2960,42159,2.0,0,0,3,2960,0,1995,0,849000.0
3,1.5,2010,9480,1.0,0,0,3,1570,440,1951,0,429950.0
3,2.5,3760,5260,2.0,0,0,3,3230,530,2002,0,825000.0
2,1.0,1020,5000,1.0,0,0,4,1020,0,1916,0,505000.0
2,1.0,1290,2828,2.0,0,0,3,1290,0,2008,0,265000.0
3,1.0,890,8400,1.0,0,0,4,890,0,1954,0,283000.0
3,2.75,1620,7500,1.0,0,0,5,1140,480,1979,0,560000.0
4,2.5,3360,13636,2.0,0,0,3,3360,0,1987,0,765000.0
5,2.75,2930,31411,1.0,0,0,4,1520,1410,1975,0,610000.0
3,2.5,2940,4799,1.0,0,0,3,1710,1230,1996,0,589000.0
3,1.0,1080,8580,1.5,0,0,3,1080,0,1900,0,192500.0
3,3.25,4560,13363,1.0,0,4,3,2760,1800,1995,0,3200000.0
3,1.0,1010,6120,1.0,0,0,3,860,150,1940,0,550000.0
2,1.5,1790,3760,1.5,0,0,4,1280,510,1928,0,460000.0
4,2.25,2060,11385,1.0,0,0,4,1200,860,1962,0,264500.0
3,1.0,1150,2496,1.0,0,0,3,1010,140,1947,0,339000.0
4,3.5,4030,4200,3.0,0,0,3,4030,0,1992,0,950000.0
3,1.75,2020,9718,1.0,0,0,3,2020,0,1956,0,677500.0
4,2.5,2740,8120,2.0,0,0,3,2740,0,1999,0,690000.0
4,2.25,1930,7452,1.0,0,0,3,1430,500,1984,0,312000.0
5,1.75,2500,11617,1.0,0,0,4,1560,940,1966,0,840000.0
3,3.5,2080,5100,2.0,0,0,3,2080,0,2004,0,357500.0
3,1.5,1460,6480,1.0,0,2,4,980,480,1940,0,675000.0
3,2.75,3290,11441,2.0,0,0,4,3290,0,1988,0,515000.0
4,2.5,1540,1860,2.0,0,0,3,1540,0,2014,0,491234.0
3,2.0,1310,6265,1.0,0,0,3,1310,0,1988,0,290000.0
4,2.5,2120,7820,1.0,0,0,3,1280,840,1975,0,490000.0
4,2.0,2920,10424,1.0,0,0,5,1520,1400,1964,0,810000.0
3,1.5,1150,13200,1.0,0,0,3,1150,0,1956,0,252000.0
3,2.5,2380,9719,2.0,0,0,3,2380,0,2001,0,299999.0
3,2.75,2220,5000,2.0,0,0,3,2220,0,1993,0,400000.0
5,2.0,3020,6000,1.5,0,0,5,1860,1160,1925,0,530000.0
3,2.0,2460,53882,1.0,1,4,3,2460,0,1955,0,357000.0
3,1.75,1820,5555,1.0,0,0,4,1030,790,1939,0,365000.0
4,2.5,2620,5060,2.0,0,0,3,2620,0,2005,0,804000.0
3,2.0,1750,2640,1.0,0,0,3,1010,740,1914,2005,808250.0
4,2.5,2020,7289,2.0,0,0,3,2020,0,1994,0,360000.0
3,1.75,1240,10956,1.0,0,0,3,1240,0,1987,0,240000.0
2,2.0,1380,5840,1.0,0,0,3,1380,0,1988,0,335000.0
3,1.75,1920,8775,1.0,0,0,3,1920,0,1953,0,380000.0
3,1.75,1680,250470,1.0,0,0,4,1070,610,1940,0,350000.0
3,1.0,1400,7955,1.0,0,0,3,1400,0,1964,0,194000.0
3,1.0,1240,7194,1.0,0,0,3,1090,150,1936,0,310000.0
3,1.75,1410,15134,1.0,0,0,3,1410,0,1980,0,315000.0
3,1.75,1440,8050,1.0,0,0,3,1440,0,1985,0,258950.0
2,2.25,1230,932,2.0,0,0,3,1020,210,2004,0,479000.0
5,1.5,1550,9750,1.0,0,0,4,1550,0,1966,0,510000.0
3,2.0,1760,6875,1.0,0,0,4,1760,0,1967,0,400000.0
4,3.5,5000,38012,2.0,0,0,3,3610,1390,2004,0,1450000.0
5,2.0,2140,5000,1.5,0,0,4,2020,120,1913,0,680000.0
6,3.0,3510,5760,2.5,0,0,4,3510,0,1906,0,1750000.0
3,1.75,2010,9417,1.0,0,0,4,1500,510,1967,0,335000.0
5,2.5,3390,9760,1.0,0,0,5,1750,1640,1978,0,460000.0
4,2.25,2160,8119,1.0,0,0,3,1080,1080,1966,0,440000.0
2,2.0,1300,2983,1.0,0,0,3,1300,0,2006,0,412250.0
3,1.5,1280,4031,2.0,0,0,4,1280,0,1985,0,185000.0
3,2.0,1840,8140,1.0,0,0,4,1040,800,1975,0,286500.0
4,2.5,3200,6691,2.0,0,0,3,3200,0,2002,0,422000.0
3,2.25,2800,35362,2.0,0,0,3,2800,0,1985,0,408000.0
2,1.0,1390,19988,1.0,0,2,4,1390,0,1949,0,306500.0
4,2.5,2600,5188,2.0,0,0,3,2600,0,2005,0,359900.0
3,2.5,1960,6058,2.0,0,0,3,1960,0,2002,0,560000.0
3,1.0,1250,21303,1.0,0,0,3,1250,0,1970,0,259875.0
3,1.0,1250,21303,1.0,0,0,3,1250,0,1970,0,385000.0
1,1.0,550,16345,1.0,0,0,3,550,0,1945,0,188000.0
4,3.25,2500,5801,1.5,0,0,3,1960,540,1926,0,1142000.0
3,1.0,1250,10094,1.0,0,0,4,1250,0,1927,0,255000.0
4,2.75,3020,8622,2.0,0,0,3,3020,0,1976,2003,1185000.0
4,1.75,1640,4240,1.0,0,0,5,920,720,1921,0,635200.0
3,1.75,1870,8250,2.0,0,0,3,1870,0,1956,1979,355000.0
3,2.5,1760,1755,3.5,0,0,3,1760,0,1998,0,544000.0
3,1.5,1320,3145,2.0,0,0,3,1320,0,1998,0,402000.0
4,1.5,1430,4163,1.5,0,0,3,1430,0,1910,0,575000.0
3,1.75,1580,9705,1.0,0,0,4,1580,0,1977,0,216000.0
4,3.5,4170,9748,2.0,0,0,3,4170,0,2004,0,1200000.0
4,3.25,3090,6744,2.0,0,4,3,3090,0,1923,2015,850000.0
3,2.0,1020,1204,2.0,0,0,3,720,300,2004,0,238000.0
4,1.75,2180,4431,1.5,0,0,3,2020,160,1912,0,625000.0
5,3.25,3350,4000,2.0,0,0,4,2510,840,1997,0,1110000.0
3,2.5,2510,5503,2.0,0,2,3,2510,0,1995,0,820000.0
3,2.5,1880,5290,1.0,0,0,3,1250,630,1974,0,355000.0
4,1.5,1810,7998,1.0,0,0,3,1210,600,1960,0,495000.0
5,2.5,4170,33310,2.0,0,0,4,4170,0,1991,0,1300000.0
3,2.5,2230,4000,2.0,0,0,3,2230,0,1954,0,398750.0
4,2.5,3650,7784,2.0,0,0,3,3650,0,2006,0,835000.0
6,2.75,2830,10579,1.0,0,0,4,1430,1400,1967,0,705000.0
4,1.5,2120,5000,2.0,0,0,4,2120,0,1900,0,625000.0
4,2.5,2090,6926,2.0,0,0,3,2090,0,1990,0,550000.0
3,1.5,2600,5085,1.0,0,0,4,1400,1200,1940,0,540000.0
2,1.0,830,2820,1.0,0,0,4,830,0,1920,0,519000.0
4,2.5,1975,8734,2.0,0,0,3,1975,0,1996,0,311000.0
4,2.5,1900,7000,1.0,0,0,2,1420,480,1968,0,305000.0
4,2.75,2640,35070,1.5,0,0,3,2640,0,1963,0,395000.0
4,1.5,1610,6923,1.0,0,0,3,1010,600,1969,0,275000.0
3,3.25,1770,1863,2.0,0,0,3,1430,340,2003,0,450000.0
2,1.0,1070,6000,1.0,0,0,3,1070,0,1955,0,324000.0
5,3.25,4590,12793,2.0,0,2,5,3590,1000,1928,0,2795000.0
4,1.0,1540,2452,1.5,0,0,4,1540,0,1906,0,565000.0
4,1.75,1590,7920,2.0,0,0,4,1590,0,1960,0,373000.0
2,2.0,1170,1890,1.5,0,1,4,1170,0,1927,0,613000.0
4,2.25,2880,9996,1.0,0,0,4,1920,960,1981,0,614000.0
4,1.75,2510,8989,1.0,0,0,4,1680,830,1964,0,595000.0
2,1.0,1280,12086,1.0,0,0,3,850,430,1983,0,440000.0
3,1.5,1570,12412,1.0,0,3,3,1570,0,1954,0,425000.0
2,1.0,740,6380,1.0,0,0,3,740,0,1912,0,407000.0
3,1.5,1740,9038,1.0,0,0,4,1740,0,1955,0,472000.0
3,2.5,1180,1262,3.0,0,0,3,1180,0,2010,0,472000.0
5,2.75,2960,28300,1.0,0,3,4,2160,800,1959,0,1250000.0
3,1.75,1880,5752,1.0,0,0,4,940,940,1945,0,412000.0
3,1.0,1150,5000,1.0,0,0,3,1150,0,1959,2015,717000.0
3,1.0,1320,7076,1.0,0,0,4,1320,0,1959,0,425000.0
4,2.0,1640,7200,1.0,0,0,5,820,820,1944,0,299999.0
3,2.0,1470,7694,1.0,0,0,4,1470,0,1992,0,254000.0
3,1.0,900,10511,1.0,0,0,4,900,0,1961,0,178500.0
3,1.75,1510,3600,1.0,0,0,5,1230,280,1910,0,800000.0
3,1.0,1440,5623,1.0,0,0,4,720,720,1922,0,420000.0
2,1.0,1380,9251,1.0,0,0,3,1380,0,1940,0,319900.0
2,1.5,1150,7552,1.0,0,1,3,1150,0,1944,0,350000.0
6,2.75,3610,17580,1.0,0,4,5,2070,1540,1959,0,968000.0
3,2.0,1250,1306,3.0,0,0,3,1250,0,2000,0,491000.0
3,2.5,3510,9824,2.0,0,0,3,3510,0,2002,0,948000.0
3,2.5,2260,9577,2.0,0,0,3,1700,560,1925,2004,900000.0
3,1.75,2840,9800,1.0,0,0,4,1420,1420,1977,0,270000.0
3,1.5,1430,7347,1.0,0,0,3,820,610,1980,0,198000.0
2,1.0,1420,21158,1.0,0,0,3,1420,0,1953,0,250000.0
4,2.5,2120,3720,2.0,0,0,3,2120,0,2004,0,615000.0
3,2.5,2080,7749,2.0,0,0,3,2080,0,1988,0,550000.0
2,2.5,1370,3438,2.0,0,0,3,1370,0,1987,0,190000.0
4,2.25,1900,11171,1.0,0,0,3,1280,620,1984,0,629000.0
3,1.75,1660,8301,1.0,0,0,5,1660,0,1955,0,434000.0
3,1.0,1310,4163,1.0,0,0,4,1310,0,1964,0,415885.0
3,2.5,1840,3035,1.0,0,0,3,920,920,1926,0,550000.0
1,0.75,1040,6034,1.0,0,1,3,580,460,1991,0,272000.0
3,2.5,2610,35000,2.0,0,0,3,2610,0,1988,0,665000.0
3,2.0,1990,7405,1.0,0,0,5,1990,0,1971,0,510000.0
3,2.0,3080,17700,1.0,0,0,4,1740,1340,1965,0,530000.0
3,1.0,1200,16000,1.0,0,0,3,1200,0,1970,0,355000.0
4,1.0,1250,9102,1.0,0,0,3,1250,0,1955,0,255000.0
4,2.75,2640,9000,2.0,0,0,3,2640,0,1990,0,790000.0
5,1.75,1790,9335,2.0,0,0,5,1790,0,1952,0,695000.0
2,2.0,1140,8400,1.0,0,0,2,1140,0,1954,0,255000.0
3,2.25,1790,5794,1.5,0,0,3,1380,410,1985,0,410000.0
4,2.75,1910,16532,1.0,0,0,4,1420,490,1940,0,650000.0
4,1.75,1530,3615,1.5,0,0,4,1530,0,1913,0,675000.0
2,2.5,1050,1029,2.0,0,0,3,950,100,2007,0,332888.0
3,1.75,1730,6900,1.0,0,0,4,1130,600,1976,0,300000.0
4,1.5,1100,11824,1.0,0,0,4,1100,0,1954,0,320000.0
5,2.25,2100,10726,1.0,0,0,4,1050,1050,1963,0,342500.0
4,2.5,2800,72309,2.0,0,0,3,2800,0,1992,0,752875.0
5,3.5,5000,26540,2.0,0,3,3,3410,1590,2008,0,1730000.0
1,0.5,880,1642,1.0,0,0,3,500,380,1910,0,255000.0
3,2.5,1470,9337,2.0,0,0,3,1470,0,1991,0,244000.0
5,3.25,3950,11438,2.0,0,2,3,3430,520,2006,0,1420000.0
3,1.0,980,12812,1.0,0,0,3,980,0,1956,0,218000.0
4,1.0,2180,10617,1.5,0,0,3,2180,0,1950,0,359000.0
